module,feature,loading,abs_loading,rank_abs
protein_module_012,AGID02101,0.1235612852218668,0.1235612852218668,7
protein_module_012,AGID00005,0.11801423470700173,0.11801423470700173,8
protein_module_012,AGID00271,-0.1177416283052109,0.1177416283052109,9
protein_module_012,AGID00172,-0.11662668630003094,0.11662668630003094,10
protein_module_012,AGID00265,-0.11426385873592307,0.11426385873592307,11
protein_module_012,AGID00360,-0.10770582627023942,0.10770582627023942,12
protein_module_012,AGID02214,-0.10497962937050262,0.10497962937050262,13
protein_module_012,AGID00240,0.10374342012306956,0.10374342012306956,14
protein_module_012,AGID00194,-0.10299695282600288,0.10299695282600288,15
protein_module_012,AGID00133,-0.10268722738121576,0.10268722738121576,16
protein_module_012,AGID00159,0.10216273045672349,0.10216273045672349,17
protein_module_012,AGID00228,-0.10064935704387828,0.10064935704387828,18
protein_module_012,AGID00029,0.09779900881816124,0.09779900881816124,19
protein_module_012,AGID00174,0.09743325045236753,0.09743325045236753,20
protein_module_012,AGID00063,0.09702651466267592,0.09702651466267592,21
protein_module_012,AGID00051,-0.09609385945800236,0.09609385945800236,22
protein_module_012,AGID00055,0.09604984572214659,0.09604984572214659,23
protein_module_012,AGID00299,-0.09429336360992385,0.09429336360992385,24
protein_module_012,AGID00004,0.09011217594207147,0.09011217594207147,25
protein_module_013,AGID00128,0.15158584826280347,0.15158584826280347,1
protein_module_013,AGID00170,-0.1511216183572974,0.1511216183572974,2
protein_module_013,AGID00066,-0.1266383420237561,0.1266383420237561,3
protein_module_013,AGID00049,0.12006237687875482,0.12006237687875482,4
protein_module_013,AGID00096,0.11863706032240551,0.11863706032240551,5
protein_module_013,AGID00174,0.11852426866990765,0.11852426866990765,6
protein_module_013,AGID00279,0.11732809164640613,0.11732809164640613,7
protein_module_013,AGID00222,-0.11575296574891668,0.11575296574891668,8
protein_module_013,AGID00437,0.11373170934684981,0.11373170934684981,9
protein_module_013,AGID00420,0.11287675935423196,0.11287675935423196,10
protein_module_013,AGID00065,-0.10977404964084694,0.10977404964084694,11
protein_module_013,AGID00309,0.10838418022247323,0.10838418022247323,12
protein_module_013,AGID00038,0.10481978209551261,0.10481978209551261,13
protein_module_013,AGID00298,-0.10356884715988646,0.10356884715988646,14
protein_module_013,AGID00303,-0.10090969185474317,0.10090969185474317,15
protein_module_013,AGID00449,-0.10068426984183901,0.10068426984183901,16
protein_module_013,AGID00381,-0.09800710005167244,0.09800710005167244,17
protein_module_013,AGID00248,-0.09666886840879806,0.09666886840879806,18
protein_module_013,AGID00401,-0.09571113586112723,0.09571113586112723,19
protein_module_013,AGID00091,-0.09508843360896038,0.09508843360896038,20
protein_module_013,AGID00441,0.09453345110692334,0.09453345110692334,21
protein_module_013,AGID00316,0.09390708554983361,0.09390708554983361,22
protein_module_013,AGID00078,0.0935294529668228,0.0935294529668228,23
protein_module_013,AGID00105,0.09267878743668322,0.09267878743668322,24
protein_module_013,AGID00031,0.09083135087036888,0.09083135087036888,25
protein_module_014,AGID00433,0.12512268776131455,0.12512268776131455,1
protein_module_014,AGID00408,0.12463834131693848,0.12463834131693848,2
protein_module_014,AGID00427,0.12336083430225869,0.12336083430225869,3
protein_module_014,AGID02171,0.1200527888947121,0.1200527888947121,4
protein_module_014,AGID00189,-0.11983772019968032,0.11983772019968032,5
protein_module_014,AGID00011,0.11696142334455895,0.11696142334455895,6
protein_module_014,AGID00164,-0.11683810984874507,0.11683810984874507,7
protein_module_014,AGID00384,-0.11666739430046413,0.11666739430046413,8
protein_module_014,AGID00501,-0.11573897871587009,0.11573897871587009,9
protein_module_014,AGID00156,-0.11519629960713137,0.11519629960713137,10
protein_module_014,AGID00490,-0.11408651200563238,0.11408651200563238,11
protein_module_014,AGID02213,-0.10768812895492177,0.10768812895492177,12
protein_module_014,AGID00331,-0.1052828431322387,0.1052828431322387,13
protein_module_014,AGID00084,-0.10378973938591526,0.10378973938591526,14
protein_module_014,AGID00024,-0.10254894311672788,0.10254894311672788,15
protein_module_014,AGID00449,-0.09963777340334172,0.09963777340334172,16
